iter	RMSE
894	184.6801939
895	184.6704054
896	184.6626602
897	184.6047913
898	184.5814415
899	184.5527823
900	184.5286227
901	184.4927866
902	184.4871513
903	184.4716889
904	184.4624565
905	184.4197022
906	184.3891481
907	184.349952
908	184.3421414
909	184.3266072
910	184.2883841
911	184.1746151
912	184.15958
913	184.120611
914	184.117479
915	184.1093662
916	184.1070601
917	184.104438
918	184.065546
919	184.0436872
920	184.0325466
921	183.9894362
922	183.9794497
923	183.9626241
924	183.7854942
925	183.776802
926	183.7329662
927	183.6891482
928	183.6696183
929	183.6670849
930	183.5767171
931	183.5627868
932	183.5042903
933	183.4609952
934	183.4512269
935	183.4247087
936	183.4070119
937	183.4012717
938	183.3600493
939	183.2752885
940	183.2313702
941	183.2014889
942	183.0871265
943	182.9956688
944	182.9693027
945	182.9383972
946	182.9100233
947	182.8876412
948	182.8654009
949	182.8563244
950	182.7418911
951	182.7357376
952	182.7215011
953	182.6175794
954	182.6065508
955	182.4391187
956	182.4177809
957	182.3802752
958	182.371065
959	182.3330603
960	182.1449951
961	182.1398534
962	182.1014702
963	182.0753059
964	182.0560473
965	182.0409775
966	182.0294234
967	182.0205152
968	181.9985418
969	181.9832243
970	181.9738094
971	181.9639798
972	181.9442829
973	181.9312586
974	181.8864204
975	181.8704492
976	181.7912828
977	181.7674801
978	181.7572302
979	181.70717
980	181.6870727
981	181.6767655
982	181.562444
983	181.5453261
984	181.534265
985	181.4500943
986	181.4441387
987	181.4360241
988	181.3904474
989	181.3890815
990	181.3757927
991	181.3546902
992	181.3051368
993	181.2824841
994	181.2473084
995	181.2399669
996	181.2344603
997	181.1931576
998	181.188517
999	181.1785067
1000	181.1694564
1001	181.1424556
1002	181.1307648
1003	181.084374
1004	181.0582373
1005	181.0541261
1006	181.0417577
1007	181.0325433
1008	181.0018523
1009	180.9131018
1010	180.8916368
1011	180.8325618
1012	180.8144022
1013	180.7900388
1014	180.7578639
1015	180.6687748
1016	180.6222759
1017	180.5545899
1018	180.534995
1019	180.3832359
1020	180.3750254
1021	180.3155188
1022	180.3071095
1023	180.3003343
1024	180.2917323
1025	180.2688162
1026	180.2367387
1027	180.2076308
1028	180.1175413
1029	180.1028192
1030	180.0519585
1031	180.0475585
1032	180.0341323
1033	179.9934457
1034	179.9745121
1035	179.9614976
1036	179.9459472
1037	179.8683316
1038	179.8056119
1039	179.7939933
1040	179.7724825
1041	179.6544723
1042	179.5050193
1043	179.4811142
1044	179.460359
1045	179.3843108
1046	179.3779694
1047	179.3712101
1048	179.1905006
1049	179.0876622
1050	179.0780898
1051	179.0584041
1052	179.0306986
1053	179.0159673
1054	179.0106264
1055	178.9852309
1056	178.9750795
1057	178.9281349
1058	178.8164513
1059	178.8026803
1060	178.7789726
1061	178.7543093
1062	178.7299845
1063	178.7256487
1064	178.7214192
1065	178.6920639
1066	178.6335773
1067	178.6077868
1068	178.4872589
1069	178.482659
1070	178.4592167
1071	178.4323642
1072	178.4294396
1073	178.4211601
1074	178.3607173
1075	178.3549473
1076	178.3455536
1077	178.3357172
1078	178.3183238
1079	178.3077012
1080	178.2936971
1081	178.2810188
1082	178.2600543
1083	178.25154
1084	178.2029804
1085	178.1914169
1086	178.1848465
1087	178.1528627
1088	178.1316853
1089	178.1170905
1090	177.9269783
1091	177.9220891
1092	177.8732009
1093	177.8659355
1094	177.8447621
1095	177.8147538
1096	177.8050526
1097	177.7650635
1098	177.7542712
1099	177.7076756
1100	177.6991433
1101	177.6788861
1102	177.6694393
1103	177.6557019
1104	177.5780326
1105	177.5565966
1106	177.537482
1107	177.5281078
1108	177.5210821
1109	177.4348902
1110	177.4255669
1111	177.4192274
1112	177.4107023
1113	177.3936521
1114	177.384633
1115	177.3706498
1116	177.3345855
1117	177.3246147
1118	177.3197282
1119	177.2784415
1120	177.2669159
1121	177.2375277
1122	177.2070132
1123	177.2042218
1124	177.198427
1125	177.1689489
1126	177.1589812
1127	177.151257
1128	177.1352299
1129	177.1284681
1130	177.063172
1131	177.047032
1132	177.0339162
1133	177.0233671
1134	177.0124236
1135	177.0045344
1136	176.9994596
1137	176.895272
1138	176.8708808
1139	176.8651066
1140	176.80955
1141	176.8051362
1142	176.7269538
1143	176.5799329
1144	176.5247026
1145	176.5157355
1146	176.511103
1147	176.482905
1148	176.4262936
1149	176.4043176
1150	176.2560614
1151	176.2538973
1152	176.2315205
1153	176.2095136
1154	176.1935246
1155	176.0934885
1156	176.0896459
1157	176.0770778
1158	176.0647284
1159	176.0384629
1160	176.0298907
1161	176.003333
1162	175.976859
1163	175.9671123
1164	175.8729471
1165	175.8674111
1166	175.8578578
1167	175.840371
1168	175.6825377
1169	175.6647671
1170	175.6347605
1171	175.5639808
1172	175.5356599
1173	175.5149118
1174	175.500575
1175	175.407363
1176	175.4036343
1177	175.3967501
1178	175.3863477
1179	175.3821641
1180	175.3701127
1181	175.3652062
1182	175.2793202
1183	175.2778865
1184	175.2203534
1185	175.1361504
1186	175.1332061
1187	175.1289129
1188	175.1265688
1189	175.0315289
1190	174.963699
1191	174.8586203
1192	174.843379
1193	174.8069791
1194	174.7349334
1195	174.7105007
1196	174.7060281
1197	174.6310817
1198	174.6112161
1199	174.6056536
1200	174.5723327
1201	174.5437376
1202	174.5354638
1203	174.4791394
1204	174.4422414
1205	174.3798608
1206	174.270862
1207	174.262275
1208	174.2284263
1209	174.2157823
1210	174.1881181
1211	174.1562467
1212	174.1336449
1213	174.121697
1214	174.0546039
1215	174.0465996
1216	174.0432019
1217	174.0393288
1218	173.9620868
1219	173.9496986
1220	173.924406
1221	173.9058399
1222	173.8868197
1223	173.8738312
1224	173.8710139
1225	173.8614171
1226	173.8410091
1227	173.8103817
1228	173.8049305
1229	173.7931527
1230	173.783367
1231	173.7600835
1232	173.7379047
1233	173.6701618
1234	173.6643757
1235	173.6575551
1236	173.6544535
1237	173.6361924
1238	173.5429079
1239	173.4575404
1240	173.4113498
1241	173.3375423
1242	173.2675224
1243	173.2573176
1244	173.1251553
1245	173.1065181
1246	173.0896769
1247	173.0860776
1248	173.0547265
1249	172.9944904
1250	172.9915791
1251	172.9810183
1252	172.9479342
1253	172.9214796
1254	172.795437
1255	172.7907802
1256	172.7795397
1257	172.7509837
1258	172.7464791
1259	172.7324108
1260	172.7240245
1261	172.7201984
1262	172.7167802
1263	172.6965494
1264	172.6689462
1265	172.6659388
1266	172.6573385
1267	172.589856
1268	172.5833007
1269	172.5762018
1270	172.5678459
1271	172.551059
1272	172.519266
1273	172.5150223
1274	172.5131962
1275	172.4630071
1276	172.4413201
1277	172.4221506
1278	172.4074677
1279	172.3946448
1280	172.3807948
1281	172.3718416
1282	172.3617377
1283	172.3257152
1284	172.3214973
1285	172.2965056
1286	172.2664889
1287	172.2629735
1288	172.2279992
1289	172.2113339
1290	172.1505329
1291	172.1406875
1292	172.1367642
1293	172.1219438
1294	172.0254887
1295	172.0206415
1296	171.9898745
1297	171.9811056
1298	171.9618606
1299	171.958675
1300	171.9546699
1301	171.9466075
1302	171.9423932
1303	171.9176568
1304	171.907818
1305	171.9043181
1306	171.8751039
1307	171.788424
1308	171.736796
1309	171.7220122
1310	171.7081918
1311	171.6978606
1312	171.6802817
1313	171.6759591
1314	171.5847427
1315	171.5427815
1316	171.5239517
1317	171.522793
1318	171.5025257
1319	171.4996144
1320	171.4965547
1321	171.4452998
1322	171.3883288
1323	171.3574521
1324	171.3423404
1325	171.2992647
1326	171.2963724
1327	171.2871065
1328	171.270532
1329	171.2246177
1330	171.2212555
1331	171.1959821
1332	171.1064291
1333	171.0803662
1334	171.0725814
1335	170.998514
1336	170.9361351
1337	170.9273528
1338	170.7768137
1339	170.7661349
1340	170.7561665
1341	170.7478751
1342	170.6965945
1343	170.6838774
1344	170.6582688
1345	170.6528372
1346	170.6411317
1347	170.6228032
1348	170.6143679
1349	170.6060979
1350	170.5946958
1351	170.5346622
1352	170.4173642
1353	170.414561
1354	170.4019639
1355	170.3976279
1356	170.3933739
1357	170.3736449
1358	170.3651133
1359	170.3603559
1360	170.3412725
1361	170.2909322
1362	170.2753275
1363	170.2647792
1364	170.2613429
1365	170.2137938
1366	170.2063139
1367	170.1876004
1368	170.1253536
1369	170.1111089
1370	170.0901947
1371	170.0811173
1372	170.0592822
1373	169.9544721
1374	169.8394485
1375	169.8368293
1376	169.8162841
1377	169.8134473
1378	169.6956283
1379	169.6790839
1380	169.6724374
1381	169.656213
1382	169.6406854
1383	169.6345746
1384	169.6282367
1385	169.6249233
1386	169.5818682
1387	169.5285662
1388	169.5183223
1389	169.4671155
1390	169.4518101
1391	169.448695
1392	169.4290616
1393	169.3840081
1394	169.3373543
1395	169.3357322
1396	169.2012223
1397	169.1977754
1398	169.1923833
1399	169.1868134
1400	169.1727012
1401	169.1694642
1402	169.1589432
1403	169.1519239
1404	169.1457992
1405	169.0592882
1406	169.0551094
1407	169.0297317
1408	168.9819958
1409	168.9779144
1410	168.8811191
1411	168.875212
1412	168.8630351
1413	168.8599731
1414	168.8384101
1415	168.7375169
1416	168.7282959
1417	168.7201501
1418	168.6993259
1419	168.6732811
1420	168.6378221
1421	168.6261973
1422	168.6009037
1423	168.5886378
1424	168.4437289
1425	168.3842281
1426	168.3597926
1427	168.3556096
1428	168.3516568
1429	168.3487087
1430	168.3438629
1431	168.3403233
1432	168.3004139
1433	168.2966775
1434	168.2914094
1435	168.283872
1436	168.1436497
1437	168.133434
1438	168.0700891
1439	168.0281422
1440	167.9528285
1441	167.9447055
1442	167.8967602
1443	167.8896796
1444	167.8850255
1445	167.8249479
1446	167.8179595
1447	167.8153065
1448	167.7990156
1449	167.7814661
1450	167.7775235
1451	167.7747015
1452	167.7427794
1453	167.7128877
1454	167.6699856
1455	167.6272822
1456	167.6205807
1457	167.56123
1458	167.5026429
1459	167.4973705
1460	167.4798815
1461	167.4747456
1462	167.4351529
1463	167.4303415
1464	167.4193454
1465	167.4103198
1466	167.2881249
1467	167.2267172
1468	167.1789387
1469	167.1569928
1470	167.0712493
1471	167.0305209
1472	167.0178479
1473	167.0156854
1474	166.9799663
1475	166.9384877
1476	166.8276798
1477	166.7633583
1478	166.7287854
1479	166.7261734
1480	166.6758365
1481	166.630366
1482	166.6251415
1483	166.6141516
1484	166.6113236
1485	166.6062264
1486	166.601527
1487	166.596684
1488	166.5816621
1489	166.5672848
1490	166.5327282
1491	166.4670521
1492	166.4656577
1493	166.4586251
1494	166.4514566
1495	166.4335912
1496	166.4194967
1497	166.389635
1498	166.3745655
1499	166.3682486
